Random-10-Repeat-10 string length 1000 by LCE value,DirectComp,DirectLookup,DirectCompLookup<log n>,DirectCompLookup<sqrt n>,DirectCompLookup<n/log n>,Fingerprint_2<sqrt n>wc,Fingerprint_2<1/4sqrt n>ac,Fingerprint_2<1/2sqrt n>ac,Fingerprint_2<sqrt n>ac,Fingerprint_2<2sqrt n>ac,Fingerprint_2<4sqrt n>ac,Fingerprint_2<8sqrt n>ac,Fingerprint_2<16sqrt n>ac,Fingerprint_2<sqrt n>ac_{cache-horizontal-shift},Fingerprint_2<sqrt n>ac_{cache-horizontal-mult},Fingerprint_3<n^{2/3};n^{1/3}>wc,Fingerprint_3<n^{2/3};n^{1/3}>ac<n^{1/3};n^{2/3}>,Fingerprint_3<n^{2/3};n^{1/3}>ac<1;1>,Fingerprint_3<n^{2/3};n^{1/3}>ac,Fingerprint_{log n}wc,Fingerprint_{log n}ac,Fingerprint_{log n}ac_{cache-vertical-mult},RMQ<1;n>,RMQ<n;1>,DirectComp<1>RMQ<n;1>,RMQ<1;n>_{virtual},RMQ<n;1>_{virtual},RMQ<n;2log n>_{virtual},RMQ<n;4log n>_{virtual},
478,3.70229e-007,1.48064e-008,3.95302e-008,5.05651e-008,1.28019e-007,5.4127e-008,1.34514e-007,7.75238e-008,5.39873e-008,5.78286e-008,1.0099e-007,1.90038e-007,3.72952e-007,6.03429e-008,4.9727e-008,4.71429e-008,1.13911e-007,6.18095e-008,5.53841e-008,5.81079e-008,5.30095e-008,6.15302e-008,2.77968e-008,3.98794e-008,4.31619e-008,3.2127e-008,4.51175e-008,3.97397e-008,4.63048e-008,
479,3.61079e-007,1.52952e-008,4.03683e-008,5.07048e-008,1.25365e-007,5.40571e-008,1.27111e-007,7.29143e-008,4.84e-008,5.79683e-008,9.9454e-008,1.96603e-007,3.63943e-007,5.96445e-008,4.9727e-008,4.74921e-008,1.13143e-007,6.22286e-008,5.80381e-008,3.52e-008,7.94794e-008,5.88762e-008,2.82159e-008,3.9181e-008,4.2673e-008,3.23365e-008,4.6654e-008,3.98095e-008,4.90286e-008,
480,3.65479e-007,1.53651e-008,3.74349e-008,4.35111e-008,1.29346e-007,5.65714e-008,1.48692e-007,6.71175e-008,5.06349e-008,5.97143e-008,1.0106e-007,1.88641e-007,3.67924e-007,3.96698e-008,5.09841e-008,4.86794e-008,1.12584e-007,6.34857e-008,6.59302e-008,6.16699e-008,6.38349e-008,6.03429e-008,2.80762e-008,3.98794e-008,4.31619e-008,3.28254e-008,4.51175e-008,3.97397e-008,4.95873e-008,
481,3.71346e-007,1.50159e-008,3.96698e-008,4.56064e-008,1.30394e-007,5.55937e-008,1.31092e-007,7.29143e-008,5.51048e-008,6.12508e-008,1.02806e-007,1.91505e-007,3.81194e-007,4.02984e-008,5.17524e-008,4.95175e-008,1.23549e-007,6.46032e-008,5.94349e-008,5.14032e-008,7.6127e-008,6.06222e-008,2.79365e-008,3.60381e-008,3.89016e-008,3.22667e-008,4.04381e-008,4.00191e-008,4.81206e-008,
482,3.63244e-007,1.54349e-008,4.06476e-008,4.70032e-008,1.32489e-007,5.5873e-008,1.68806e-007,7.6127e-008,5.53143e-008,6.12508e-008,1.07206e-007,1.95835e-007,3.65968e-007,4.0927e-008,5.33587e-008,5.25206e-008,1.14679e-007,6.36254e-008,5.97841e-008,7.29143e-008,4.90984e-008,6.0273e-008,2.79365e-008,3.52e-008,3.79238e-008,3.24762e-008,3.95302e-008,4.00889e-008,4.77714e-008,
483,3.71486e-007,1.50857e-008,4.15556e-008,4.69333e-008,1.34933e-007,5.69905e-008,1.23829e-007,7.31238e-008,5.18921e-008,6.28572e-008,1.03714e-007,1.92483e-007,3.7393e-007,4.18349e-008,5.39175e-008,5.1054e-008,1.26413e-007,6.68381e-008,6.02032e-008,7.36127e-008,7.50095e-008,6.05524e-008,2.83556e-008,3.75746e-008,4.07175e-008,3.24064e-008,4.19048e-008,4.01587e-008,4.91683e-008,
484,3.84825e-007,1.52952e-008,3.28254e-008,3.91111e-008,1.4073e-007,6.27873e-008,1.30324e-007,7.29143e-008,5.47556e-008,6.34857e-008,1.02876e-007,1.89829e-007,3.67365e-007,4.23937e-008,5.36381e-008,5.04254e-008,1.32e-007,6.57905e-008,5.9854e-008,7.26349e-008,4.94476e-008,5.94349e-008,2.78667e-008,3.98794e-008,4.31619e-008,3.20571e-008,4.71429e-008,3.96698e-008,4.89587e-008,
485,3.93625e-007,1.53651e-008,3.68762e-008,4.21143e-008,1.39124e-007,6.1181e-008,1.41219e-007,7.18667e-008,5.34286e-008,6.54413e-008,1.05181e-007,1.94508e-007,3.88876e-007,4.35111e-008,5.4546e-008,5.23111e-008,1.25505e-007,6.70476e-008,6.13905e-008,5.18921e-008,4.95873e-008,6.09714e-008,2.80064e-008,3.73651e-008,4.06476e-008,3.24762e-008,4.16254e-008,4.01587e-008,4.91683e-008,
486,3.97676e-007,1.47365e-008,3.72952e-008,4.29524e-008,1.43384e-007,6.16698e-008,1.34654e-007,8.03873e-008,5.44762e-008,6.66984e-008,1.07206e-007,1.96324e-007,3.79308e-007,4.37905e-008,5.55937e-008,5.46857e-008,1.29556e-007,6.78159e-008,6.16e-008,7.68952e-008,5.60127e-008,6.14603e-008,2.82159e-008,3.75746e-008,4.07873e-008,3.24064e-008,4.20445e-008,4.02286e-008,4.90286e-008,
487,3.72603e-007,1.4946e-008,3.84825e-008,4.42794e-008,1.39194e-007,6.18095e-008,1.60146e-007,7.18667e-008,5.47556e-008,6.71873e-008,1.12654e-007,2.05822e-007,3.7393e-007,4.36508e-008,5.58032e-008,5.86667e-008,1.28159e-007,7.17968e-008,5.85968e-008,6.04825e-008,6.71175e-008,6.04127e-008,2.82159e-008,3.96698e-008,4.33714e-008,3.27556e-008,4.48381e-008,3.98095e-008,4.94476e-008,
488,3.73651e-007,1.48063e-008,3.54794e-008,4.5746e-008,1.4527e-007,5.94349e-008,1.38076e-007,6.9981e-008,5.55238e-008,6.85841e-008,1.07346e-007,2.07498e-007,3.75257e-007,4.46984e-008,5.62921e-008,5.81079e-008,1.3214e-007,6.96318e-008,6.02032e-008,5.74095e-008,4.95873e-008,6.06921e-008,2.82857e-008,3.61079e-008,3.87619e-008,3.31048e-008,4.03683e-008,4.04381e-008,4.78413e-008,
489,3.83638e-007,1.4946e-008,3.73651e-008,4.69333e-008,1.46806e-007,6.3346e-008,1.72368e-007,7.80825e-008,5.56635e-008,6.94921e-008,1.07695e-007,2.07708e-007,3.75956e-007,4.54667e-008,5.71302e-008,5.83873e-008,1.22641e-007,7.47302e-008,6.03429e-008,4.89587e-008,4.94476e-008,6.06222e-008,2.84952e-008,3.98794e-008,4.28825e-008,3.22667e-008,4.46984e-008,3.97397e-008,4.88889e-008,
490,3.8287e-007,1.53651e-008,3.84825e-008,4.87492e-008,1.46178e-007,6.06921e-008,1.29695e-007,7.3054e-008,5.62921e-008,7.00508e-008,1.08114e-007,2.06381e-007,3.74978e-007,4.60254e-008,5.76191e-008,5.96445e-008,1.17403e-007,6.99111e-008,6.04127e-008,5.72698e-008,4.9727e-008,6.08318e-008,2.79365e-008,3.72254e-008,4.04381e-008,3.2127e-008,4.14857e-008,3.97397e-008,4.86095e-008,
491,3.70787e-007,1.52254e-008,4.12762e-008,4.86794e-008,1.47714e-007,6.36254e-008,1.31651e-007,8.82095e-008,5.73397e-008,7.08191e-008,1.08673e-007,2.06102e-007,3.73581e-007,4.64445e-008,5.81778e-008,5.95746e-008,1.19498e-007,7.1727e-008,6.10413e-008,5.12635e-008,5.60825e-008,6.92826e-008,2.8146e-008,3.56191e-008,3.79937e-008,3.21968e-008,3.98095e-008,4.00191e-008,4.45587e-008,
492,3.76654e-007,1.51556e-008,3.80635e-008,5.15429e-008,1.54698e-007,6.51619e-008,1.40032e-007,7.49397e-008,6.60698e-008,7.67556e-008,1.16425e-007,2.09733e-007,3.79308e-007,4.77016e-008,5.91556e-008,5.78984e-008,1.23968e-007,7.58476e-008,6.19492e-008,7.79429e-008,4.9727e-008,6.07619e-008,2.82857e-008,3.75048e-008,4.04381e-008,3.22667e-008,4.37905e-008,3.96698e-008,4.59556e-008,
493,3.75327e-007,1.53651e-008,3.84127e-008,5.26603e-008,1.53581e-007,6.82349e-008,1.38146e-007,7.35429e-008,5.84572e-008,7.38222e-008,1.10489e-007,2.09175e-007,3.78121e-007,4.81206e-008,5.9854e-008,6.15302e-008,1.26064e-007,7.6127e-008,6.21587e-008,5.67111e-008,4.93778e-008,6.09016e-008,2.84254e-008,3.71556e-008,4.02286e-008,3.22667e-008,4.37206e-008,3.98794e-008,4.58857e-008,
494,3.91879e-007,1.53651e-008,3.97397e-008,5.49651e-008,1.57771e-007,6.5581e-008,1.7167e-007,7.48698e-008,6.01333e-008,7.54286e-008,1.12654e-007,2.12946e-007,3.84267e-007,4.93778e-008,6.14603e-008,5.85968e-008,1.2746e-007,7.76635e-008,6.25079e-008,6.00635e-008,5.06349e-008,6.15302e-008,2.80762e-008,3.77143e-008,4.15556e-008,3.28254e-008,4.16952e-008,4.00889e-008,4.65841e-008,
495,3.77143e-007,1.52254e-008,4.04381e-008,5.64318e-008,1.56444e-007,6.52318e-008,1.68946e-007,7.32635e-008,6.06921e-008,7.55683e-008,1.12375e-007,2.10781e-007,3.79518e-007,4.95175e-008,6.16e-008,2.88444e-008,9.24e-008,7.48e-008,6.34159e-008,3.55492e-008,6.34159e-008,7.05397e-008,2.79365e-008,3.59683e-008,3.93206e-008,3.2127e-008,4.06476e-008,3.98095e-008,4.55365e-008,
496,3.78051e-007,1.55048e-008,3.7854e-008,5.81079e-008,1.5826e-007,4.55365e-008,1.31511e-007,7.24254e-008,4.26032e-008,7.71746e-008,1.19429e-007,2.11829e-007,3.80705e-007,5.04952e-008,4.12064e-008,3.05905e-008,9.45651e-008,4.2673e-008,6.89333e-008,7.06794e-008,6.79556e-008,7.13778e-008,2.82159e-008,3.75746e-008,4.05079e-008,3.23365e-008,4.14857e-008,3.98095e-008,4.60254e-008,
497,3.88737e-007,1.55048e-008,4.2254e-008,5.97841e-008,1.6287e-007,4.55365e-008,1.25016e-007,7.15175e-008,4.33016e-008,7.77333e-008,1.12724e-007,2.11898e-007,3.79378e-007,5.06349e-008,4.24635e-008,3.10794e-008,9.45651e-008,4.41397e-008,7.22857e-008,7.13778e-008,6.37651e-008,6.99111e-008,2.78667e-008,3.70857e-008,4.02286e-008,3.29651e-008,4.12762e-008,4.01587e-008,4.63048e-008,
498,3.80146e-007,1.55746e-008,4.28825e-008,6.11111e-008,1.64127e-007,4.58857e-008,1.2767e-007,7.51492e-008,4.54667e-008,7.89206e-008,1.1447e-007,2.03937e-007,3.828e-007,5.21714e-008,4.23937e-008,3.2127e-008,9.56127e-008,4.52571e-008,6.76762e-008,6.04127e-008,6.5581e-008,6.09016e-008,2.78667e-008,3.60381e-008,3.89016e-008,3.2127e-008,4.02984e-008,3.94603e-008,4.51873e-008,
499,3.79238e-007,1.57841e-008,4.12762e-008,6.22286e-008,1.6699e-007,4.73524e-008,1.37867e-007,7.57079e-008,4.48381e-008,8.82095e-008,1.14819e-007,2.04705e-007,3.80495e-007,5.22413e-008,4.28825e-008,3.2127e-008,9.59619e-008,4.65841e-008,7.16572e-008,5.69206e-008,6.39048e-008,6.90032e-008,2.80762e-008,3.93206e-008,4.25333e-008,3.24762e-008,4.38603e-008,4.00191e-008,4.67238e-008,
500,3.81264e-007,1.61333e-008,3.45016e-008,6.28571e-008,1.22571e-007,4.75619e-008,1.28438e-007,7.39619e-008,4.81905e-008,8.13651e-008,1.15867e-007,2.05403e-007,3.82521e-007,5.38476e-008,4.37905e-008,3.31746e-008,9.70095e-008,4.64445e-008,6.87238e-008,7.78032e-008,6.37651e-008,6.06222e-008,2.79365e-008,3.98794e-008,4.30921e-008,3.19175e-008,4.45587e-008,3.93206e-008,4.63746e-008,
501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
